sim,method,1,2,3
300,FastICA,0.12402814470510602,0.26755810868464575,0.6084137466102482
300,Chol-min,0.019647926613418642,0.0671166805481605,0.08647018547487705
300,Chol-max,0.43790378441926814,0.602096473304442,0.8329361155422794
301,OT-ICA,0.12842492852843876,0.21947551920782954,0.6520995522637317
301,FastICA,0.12508231420183974,0.2173779936297003,0.65753969216846
301,Chol-min,0.011448307891815324,0.06568177744145415,0.09675646926111181
301,Chol-max,0.42725698184209016,0.6075881602349404,0.8531832418186955
302,OT-ICA,0.10766837404594425,0.23747043563548462,0.6548611903185712
302,FastICA,0.11136960275526528,0.22086817565108557,0.6677622215936492
302,Chol-min,0.0073589873278322995,0.0688983565175377,0.10689037894910053
302,Chol-max,0.4058987311587109,0.606818676903423,0.8633078377110827
303,OT-ICA,0.11826368202366493,0.22022745860332146,0.6615088593730136
303,FastICA,0.10875092053626248,0.22856379504406632,0.6626852844196712
303,Chol-min,0.010745495445320207,0.06134177092659438,0.11264271246168332
303,Chol-max,0.43436535231467266,0.5944382603265852,0.8627234435605146
304,OT-ICA,0.15920579024021858,0.2080587077584695,0.6327355020013119
304,FastICA,0.16177779815155138,0.21140569298625084,0.6268165088621979
304,Chol-min,0.031022472271286173,0.0650609414642294,0.0771431972422143
304,Chol-max,0.4764165348040477,0.576219040593118,0.8119986965288546
305,OT-ICA,0.17162002683797944,0.2241812215564563,0.6041987516055642
305,FastICA,0.16466455349732967,0.2454430547271127,0.5898923917755576
305,Chol-min,0.017229075852482553,0.059308319059998026,0.08395906655131866
305,Chol-max,0.44173558909427973,0.5749186024419528,0.8513109945881973
306,OT-ICA,0.11980743975436003,0.25732323601756696,0.622869324228073
306,FastICA,0.12058658388976137,0.25999764730300795,0.6194157688072307
306,Chol-min,0.006400939149541876,0.1044089472999079,0.07067389207217739
306,Chol-max,0.3855231162896565,0.668199453671186,0.8108444841547001
307,OT-ICA,0.09889376576035665,0.1793655940666098,0.7217406401730335
307,FastICA,0.1006405737063887,0.17509262551526752,0.7242668007783437
307,Chol-min,0.01041230897707421,0.04925963314859819,0.12746543920215522
307,Chol-max,0.4255985145299804,0.5794663663710762,0.8843193546120601
308,OT-ICA,0.11943737301407888,0.19038976665207336,0.6901728603338477
308,FastICA,0.13007386957471237,0.1869617525779309,0.6829643778473568
308,Chol-min,0.01199682670979283,0.05435998358389784,0.10958627261549571
308,Chol-max,0.4223141334612788,0.5847239332566774,0.8727019867462485
309,OT-ICA,0.10893986647624974,0.24768728465292866,0.6433728488708216
309,FastICA,0.09560508635689743,0.2487374004896561,0.6556575131534466
309,Chol-min,0.00496946389374935,0.08690690677181992,0.0948794407223633
309,Chol-max,0.4141376359660809,0.6364603486697814,0.8397628074999924
310,OT-ICA,0.10084891041811013,0.31439821125439615,0.5847528783274937
310,FastICA,0.11265203966082048,0.32559693479486546,0.561751025544314
310,Chol-min,0.015189485288495914,0.0932335408450257,0.07110058992457255
310,Chol-max,0.3993613681218605,0.6270223245476388,0.8096320931095137
311,OT-ICA,0.1497597730714074,0.24508665643954453,0.605153570489048
311,FastICA,0.14565460827891516,0.23982364112862758,0.6145217505924573
311,Chol-min,0.01322602729080728,0.06582463563211464,0.08960119358232337
311,Chol-max,0.45011638880669597,0.5974202845875657,0.8459169797900306
312,OT-ICA,0.13951958076244678,0.2334507851828717,0.6270296340546815
312,FastICA,0.13966140272928074,0.22929100936480054,0.6310475879059187
312,Chol-min,0.010259346311495188,0.049568302898498964,0.12186569566774988
312,Chol-max,0.4233437979600685,0.5752399399387795,0.8848806146263385
313,OT-ICA,0.10289893569270021,0.21996932351104664,0.677131740796253
313,FastICA,0.10969344528030406,0.21563015126042734,0.6746764034592686
313,Chol-min,0.010288789820681727,0.07038271337490433,0.09562064104895754
313,Chol-max,0.44079602755685277,0.61415841723279,0.8458476321050052
314,OT-ICA,0.12518488054605081,0.2538232556272665,0.6209918638266827
314,FastICA,0.12546551412486812,0.26225123475748663,0.6122832511176454
314,Chol-min,0.0118819430273305,0.08255550219681411,0.07506004110978472
314,Chol-max,0.43159096133603875,0.6345637951657855,0.8218423294720126
315,OT-ICA,0.09981553106083885,0.1881105575189947,0.7120739114201665
315,FastICA,0.10094331475778044,0.19520549391658884,0.7038511913256308
315,Chol-min,0.011425810477047502,0.05512700679844965,0.11464849294587859
315,Chol-max,0.4356304579775047,0.5997283162787813,0.8686081400451571
316,OT-ICA,0.08915014353551591,0.18578348346115836,0.7250663730033257
316,FastICA,0.0794344250980382,0.19523317494971207,0.7253323999522497
316,Chol-min,0.011261973216818672,0.05327544771359755,0.12862607395640038
316,Chol-max,0.4417529146876615,0.563574010505756,0.8769863329584852
317,OT-ICA,0.12744728968557892,0.24574336497899302,0.626809345335428
317,FastICA,0.12864560657570917,0.26018508915732647,0.6111693042669644
317,Chol-min,0.010823473747702896,0.0782688426520666,0.09999322179788474
317,Chol-max,0.4301395599769167,0.6040780055146268,0.8388728396671014
318,OT-ICA,0.127423081138695,0.21726894402740962,0.6553079748338954
318,FastICA,0.13284583471586095,0.21486656603992707,0.652287599244212
318,Chol-min,0.01425106383586014,0.04880237951577511,0.11138552392863735
318,Chol-max,0.4508495114048059,0.5825024397777125,0.8714073924899719
319,OT-ICA,0.10047005605562853,0.2586687906523127,0.6408611532920588
319,FastICA,0.10375103902315082,0.270435008877561,0.6258139520992881
319,Chol-min,0.0026230672775099046,0.09105341000294141,0.09798830726359539
319,Chol-max,0.3816914552398156,0.6597474166200311,0.8449291343792709
320,OT-ICA,0.11982121652752714,0.20376821032636985,0.6764105731461031
320,FastICA,0.10850752235174703,0.19853574777308491,0.6929567298751681
320,Chol-min,0.0077350877145964635,0.04478383501721425,0.13319771588883614
320,Chol-max,0.43270206545821044,0.5634862153325539,0.8979359854568921
321,OT-ICA,0.10088579804808674,0.23606433110324843,0.6630498708486648
321,FastICA,0.10754715796546738,0.22259674687593453,0.6698560951585981
321,Chol-min,0.008480743514399073,0.07127361384152694,0.09792750806519208
321,Chol-max,0.4168342796141375,0.6273679976877966,0.8513964228100246
322,OT-ICA,0.11704958931346916,0.2474809059667783,0.6354695047197525
322,FastICA,0.11632249372922293,0.25545864873401075,0.6282188575367663
322,Chol-min,0.012978143973162623,0.07631918038786357,0.08623227715272698
322,Chol-max,0.43011525623473357,0.6211989357585093,0.8319420138428822
323,OT-ICA,0.12332492426503507,0.2525125303968087,0.6241625453381563
323,FastICA,0.1270730187148036,0.24715156037300998,0.6257754209121864
323,Chol-min,0.017476563468491906,0.07302854646643665,0.07757353463600421
323,Chol-max,0.4526422978597001,0.6199112674481895,0.8213458941838467
324,OT-ICA,0.12465639719994101,0.16571990178401755,0.7096237010160414
324,FastICA,0.11933768500047322,0.1632482835705826,0.7174140314289442
324,Chol-min,0.022882593493739552,0.032425592209013275,0.12345142110390857
324,Chol-max,0.4925826498870053,0.5158648825651441,0.8840054309164055
325,OT-ICA,0.1333385620800056,0.2620085868930878,0.6046528510269066
325,FastICA,0.1376061236603539,0.25938924571012645,0.6030046306295197
325,Chol-min,0.015205233542838224,0.07532877529518418,0.07226241061655601
325,Chol-max,0.4544066181192497,0.6247342518074829,0.82064810473025
326,OT-ICA,0.14132570894035976,0.23684168114148246,0.6218326099181578
326,FastICA,0.14467795263199368,0.2323831350753443,0.6229389122926621
326,Chol-min,0.013976293963645208,0.06571997022169275,0.08887240738135246
326,Chol-max,0.440528582706474,0.5995775235712052,0.8458333109425924
327,OT-ICA,0.09908186811634068,0.19964117849573393,0.7012769533879253
327,FastICA,0.0971231665375181,0.21598204336830296,0.6868947900941789
327,Chol-min,0.009415198114126782,0.04564757615653192,0.135585440381725
327,Chol-max,0.4246397996742352,0.5662402397583816,0.8937988780672594
328,OT-ICA,0.08934784536917892,0.2798873012888949,0.6307648533419262
328,FastICA,0.09109995618240234,0.2688572031682594,0.6400428406493383
328,Chol-min,0.012246824444811094,0.06298459857206919,0.10342024276189994
328,Chol-max,0.41273402322555425,0.6042820685081239,0.858875360139837
329,OT-ICA,0.10723473413595062,0.24624462452286844,0.6465206413411809
329,FastICA,0.10371877616559139,0.24782960370151633,0.6484516201328923
329,Chol-min,0.012385389947641634,0.07555012499401606,0.08543714126464001
329,Chol-max,0.44256778178512923,0.6155749961759507,0.8326439557401775
330,OT-ICA,0.137905105594035,0.28875802641358955,0.5733368679923755
330,FastICA,0.13348104427605173,0.28093482138126236,0.5855841343426859
330,Chol-min,0.01287474849802888,0.07545269269622684,0.071507444691148
330,Chol-max,0.435348455898364,0.6183109396169544,0.8304146516139144
331,OT-ICA,0.12604804011409926,0.2683818813107385,0.6055700785751623
331,FastICA,0.12921141298202612,0.26437232950259,0.6064162575153839
331,Chol-min,0.010412630260749269,0.07900772558250571,0.09001170583965917
331,Chol-max,0.419185171297797,0.6187585348848801,0.8372346345236544
332,OT-ICA,0.10721478565255897,0.2447195225784395,0.6480656917690014
332,FastICA,0.1163744404274053,0.24707536368671063,0.636550195885884
332,Chol-min,0.017315050385619715,0.06569340798273847,0.09560160132999063
332,Chol-max,0.4423895076743063,0.609328709675461,0.8378878459213346
333,OT-ICA,0.11548313714871374,0.25925505827138384,0.6252618045799024
333,FastICA,0.11510646269044605,0.24841350429654338,0.6364800330130105
333,Chol-min,0.007887488273143662,0.09119819960306659,0.08175434711331056
333,Chol-max,0.3989146753242164,0.6389794514484134,0.8273774949262838
334,OT-ICA,0.1420549578124105,0.24268355024236662,0.6152614919452228
334,FastICA,0.13763688895919063,0.2450380251287425,0.6173250859120668
334,Chol-min,0.008976078316433902,0.0771054524460493,0.08544468024050474
334,Chol-max,0.4324864770088552,0.6197010958858992,0.8396845467698103
335,OT-ICA,0.14100040029173486,0.25873079032978263,0.6002688093784825
335,FastICA,0.1397835286048454,0.2673423127525181,0.5928741586426365
335,Chol-min,0.020016138467638514,0.0645952939909307,0.08180182513440003
335,Chol-max,0.44677258940351666,0.5993269367240459,0.8336105045906619
336,OT-ICA,0.1408809943905634,0.19088040894579658,0.6682385966636399
336,FastICA,0.14144488063147462,0.1802907978346249,0.6782643215339005
336,Chol-min,0.02315243577676057,0.04797136764936507,0.1157405806837123
336,Chol-max,0.46165119664486215,0.5466759415946086,0.8607950105518165
337,OT-ICA,0.11467123773057705,0.26381232974129143,0.6215164325281316
337,FastICA,0.11578496220491288,0.2590424575404267,0.6251725802546605
337,Chol-min,0.013845168603996434,0.05133433401876229,0.11757581686509654
337,Chol-max,0.4359927676894098,0.5627352558711674,0.8747865552326552
338,OT-ICA,0.12826349191281525,0.24016876371252904,0.6315677443746558
338,FastICA,0.12569474016328866,0.2488394320057393,0.6254658278309722
338,Chol-min,0.0111820990317143,0.07925394204331691,0.08700516510813511
338,Chol-max,0.42320412877605773,0.6206395304677942,0.8336973630425125
339,OT-ICA,0.09872398999003845,0.19010496201980306,0.7111710479901584
339,FastICA,0.09726148471772175,0.1837902288266554,0.7189482864556229
339,Chol-min,0.012458165776898619,0.05565136078497551,0.10643448199897892
339,Chol-max,0.45207802848325196,0.5778947359975397,0.8658319672561091
340,OT-ICA,0.10184247127455479,0.21147438648838823,0.686683142237057
340,FastICA,0.10928414619119305,0.2011007751707005,0.6896150786381066
340,Chol-min,0.014811401712954758,0.0510489578834739,0.1021119656609468
340,Chol-max,0.43484646899535484,0.5683877798690525,0.8713199393469307
341,OT-ICA,0.10156358446095849,0.2623732147074593,0.6360632008315823
341,FastICA,0.10936270387691797,0.242452936495522,0.64818435962756
341,Chol-min,0.016685365145718164,0.07889888864201548,0.08496236664121495
341,Chol-max,0.440060898491617,0.5985254642717883,0.8234286297015835
342,OT-ICA,0.10985686056916258,0.20778569235609876,0.6823574470747387
342,FastICA,0.11679429273427774,0.2132055242505056,0.6700001830152167
342,Chol-min,0.012092306672611337,0.052746747859220726,0.12298351224036506
342,Chol-max,0.42886601458124435,0.5761332921301985,0.875816892559548
343,OT-ICA,0.12473238789221425,0.2005656144170401,0.6747019976907457
343,FastICA,0.1252944702786798,0.19773534253745184,0.6769701871838684
343,Chol-min,0.0071891345728437705,0.04815052699580457,0.14107069399462466
343,Chol-max,0.4196688403615525,0.5502470816203435,0.8985184053231505
344,OT-ICA,0.12805634509790922,0.18794316735752123,0.6840004875445694
344,FastICA,0.1327668346248973,0.1949743920826238,0.6722587732924789
344,Chol-min,0.01170627811965749,0.05366138008982472,0.11042509703420379
344,Chol-max,0.4213636871752,0.5821631576991714,0.8748411614390278
345,OT-ICA,0.13199699271923826,0.26298788666917494,0.6050151206115868
345,FastICA,0.1375677572992674,0.26355293341931335,0.5988793092814193
345,Chol-min,0.020450346070752034,0.06923563704488843,0.07780185001067881
345,Chol-max,0.4623285561213731,0.5941843841119713,0.8238665782298751
346,OT-ICA,0.11885473863005892,0.32104957730412725,0.5600956840658138
346,FastICA,0.1272578015558341,0.3278837433155181,0.5448584551286478
346,Chol-min,0.015572892400100692,0.08410027825934871,0.06705835349313743
346,Chol-max,0.42704509522725126,0.649239117611276,0.8086730545799548
347,OT-ICA,0.09838671022277114,0.26380335713096453,0.6378099326462644
347,FastICA,0.09965252796517854,0.27716768351059506,0.6231797885242264
347,Chol-min,0.006722256897425467,0.07958010669176042,0.08658101961721032
347,Chol-max,0.4131514839628604,0.6482312827880015,0.8410806483365502
348,OT-ICA,0.1114120279669071,0.19022784846732566,0.6983601235657673
348,FastICA,0.10465270460989659,0.19998153730796048,0.6953657580821428
348,Chol-min,0.012084593081997146,0.05104142854317499,0.12460203719956442
348,Chol-max,0.43914754026817143,0.5559039500699129,0.8796557345587829
349,OT-ICA,0.13406361236590522,0.20257190881860482,0.66336447881549
349,FastICA,0.1282388149666513,0.2186785682716574,0.6530826167616913
349,Chol-min,0.015968631443916387,0.053858232532100085,0.1000687740007157
349,Chol-max,0.44997779460749343,0.5803837998761534,0.8605725859141717
350,OT-ICA,0.10611291517143268,0.282027399089539,0.6118596857390283
350,FastICA,0.10972718730981039,0.27908530940929627,0.6111875032808933
350,Chol-min,0.011741570450062504,0.07465489507488772,0.08001169678195813
350,Chol-max,0.4315510080724012,0.6278279573150879,0.8343437457699865
351,OT-ICA,0.11784735740909025,0.20963495753461847,0.6725176850562913
351,FastICA,0.11082098886761657,0.21713757722456392,0.6720414339078195
351,Chol-min,0.008654539140181229,0.06204372158792419,0.12459748970536356
351,Chol-max,0.4012653756379082,0.5967704797938558,0.8724999451724504
352,OT-ICA,0.12170782463125411,0.22168999276295098,0.656602182605795
352,FastICA,0.12380935111667929,0.2220305527848672,0.6541600960984535
352,Chol-min,0.00681401703202927,0.06320275655384934,0.1047909332976856
352,Chol-max,0.4194479925387851,0.5954893195802464,0.8712893952581581
353,OT-ICA,0.12661295450380558,0.24233156931093938,0.6310554761852549
353,FastICA,0.10990490711419448,0.23545117677176822,0.6546439161140373
353,Chol-min,0.011536432636294572,0.08123541734113796,0.08408712769980232
353,Chol-max,0.4219533932210612,0.6155381479813636,0.8312461221575722
354,OT-ICA,0.09144987397211937,0.29170009317245527,0.6168500328554254
354,FastICA,0.08569881238420159,0.2894468993203465,0.6248542882954519
354,Chol-min,0.008210508608661349,0.07177054348105563,0.10835799085479755
354,Chol-max,0.412635199244565,0.6136741409160839,0.8554014432659326
355,OT-ICA,0.11118991354900977,0.24907887183088023,0.6397312146201101
355,FastICA,0.11280624051542756,0.2589707384377147,0.6282230210468578
355,Chol-min,0.012446084979815518,0.07253855720947233,0.08768883181623031
355,Chol-max,0.4206557414308477,0.6146772805769284,0.8411640904192405
356,OT-ICA,0.15217786880335604,0.25082257589333884,0.5969995553033052
356,FastICA,0.1434936922702793,0.2665226218386913,0.5899836858910295
356,Chol-min,0.013871488028992969,0.07548015110805631,0.07727473703409371
356,Chol-max,0.4320058029271961,0.625218040044951,0.8286935755942963
357,OT-ICA,0.1372568700209497,0.22836851319273777,0.6343746167863125
357,FastICA,0.14027724099993769,0.2205044276373908,0.6392183313626716
357,Chol-min,0.010889872444989892,0.06940197430411614,0.08587587494683152
357,Chol-max,0.42481899065815176,0.5960393761120373,0.8506479402818268
358,OT-ICA,0.109971819747572,0.3297746649539964,0.5602535152984316
358,FastICA,0.11349412107133258,0.32459923097550075,0.5619066479531667
358,Chol-min,0.004197701758556949,0.09366138992553551,0.09119119299562731
358,Chol-max,0.3771543189962659,0.6462973456079688,0.8386826280942197
359,OT-ICA,0.14179259928063864,0.25333626182704383,0.6048711388923175
359,FastICA,0.14471684897894382,0.2289867982706761,0.6262963527503801
359,Chol-min,0.01646674319941728,0.046830781664786776,0.10962607961399064
359,Chol-max,0.45968898203002956,0.5609991987867029,0.8716919015719081
360,OT-ICA,0.08251968166565274,0.21603486490814214,0.7014454534262051
360,FastICA,0.08277286619461638,0.20792243192745943,0.7093047018779242
360,Chol-min,0.006488373922810126,0.04827681094099867,0.13395025333959465
360,Chol-max,0.40793670248114905,0.5787143400416455,0.8976772971494681
361,OT-ICA,0.0882009051618897,0.23480917599445894,0.6769899188436513
361,FastICA,0.09104895474680089,0.20666958397287377,0.7022814612803253
361,Chol-min,0.009135735648833259,0.05767780469802422,0.11212951495983749
361,Chol-max,0.407797170743923,0.5930040023861469,0.8757730835543467
362,OT-ICA,0.13110957974082776,0.3333699318899668,0.5355204883692055
362,FastICA,0.13267347678684172,0.33860105655343803,0.5287254666597203
362,Chol-min,0.013073050254486629,0.09764661099665263,0.06199007389730025
362,Chol-max,0.41531452700018096,0.6423417766823952,0.7999880974828398
363,OT-ICA,0.12898068378195185,0.2697267826743055,0.6012925335437426
363,FastICA,0.1352902455390021,0.27002130458470636,0.5946884498762915
363,Chol-min,0.011139449829089442,0.08997510849104376,0.07449051839196473
363,Chol-max,0.4147697634352835,0.6404488574459405,0.8165435192042364
364,OT-ICA,0.07650536051853857,0.21191583001983544,0.7115788094616261
364,FastICA,0.0811077601970105,0.20500796285438236,0.7138842769486071
364,Chol-min,0.005875404985858076,0.06475452653370102,0.13483224339943686
364,Chol-max,0.4009897127403772,0.5949536860390167,0.876578570438164
365,OT-ICA,0.1473791546388069,0.1854127727344307,0.6672080726267624
365,FastICA,0.1460737503030592,0.19692688180929765,0.6569993678876432
365,Chol-min,0.010266124778783161,0.06569860342819654,0.09929857767165873
365,Chol-max,0.4350907165229751,0.5985697127415728,0.8561508626359338
366,OT-ICA,0.11237144120973493,0.25045260981185247,0.6371759489784126
366,FastICA,0.11111484526604393,0.24422697727211126,0.6446581774618448
366,Chol-min,0.016798127067260523,0.06440625074232136,0.0922483635824306
366,Chol-max,0.44800924861239927,0.5884822429921566,0.8429925479468444
367,OT-ICA,0.14173416942223455,0.23330623109604343,0.624959599481722
367,FastICA,0.1446196210151352,0.22468368636972672,0.6306966926151382
367,Chol-min,0.014149980381690417,0.0722879433154003,0.09022929472579205
367,Chol-max,0.4348945493343234,0.6083933395164289,0.83662468958065
368,OT-ICA,0.17473459263894672,0.26105516463265316,0.5642102427284003
368,FastICA,0.174227520029105,0.25871055981320673,0.5670619201576883
368,Chol-min,0.014195920073741534,0.06866083561561478,0.08171538550342412
368,Chol-max,0.4554750984254586,0.6144175498667657,0.8348698204067092
369,OT-ICA,0.13559782458953878,0.22515697206996485,0.6392452033404963
369,FastICA,0.13066165153731907,0.21343929242710927,0.6558990560355716
369,Chol-min,0.013456761284346322,0.056974319771027,0.11158754179055828
369,Chol-max,0.4272226732803071,0.5912940819193301,0.8645322266838342
370,OT-ICA,0.14950216142867875,0.2306437953044966,0.6198540432668246
370,FastICA,0.15321383857700788,0.2173119736990513,0.6294741877239408
370,Chol-min,0.016001827126121835,0.07256929262077087,0.07667146692694018
370,Chol-max,0.447033198684884,0.6164555354639151,0.8265943274458007
371,OT-ICA,0.11501053617297274,0.31333803538686256,0.5716514284401646
371,FastICA,0.11999048094013268,0.2992665327211527,0.5807429863387146
371,Chol-min,0.009729934570790466,0.07381133957867213,0.09654739071210361
371,Chol-max,0.4268564118995485,0.6097096845522538,0.8462402149900357
372,OT-ICA,0.13375431659970488,0.2311572387478552,0.6350884446524399
372,FastICA,0.13764053690879405,0.21763302244033714,0.6447264406508688
372,Chol-min,0.012567303690291224,0.0687167353987691,0.08899168622364778
372,Chol-max,0.45013065436627364,0.5929309137012445,0.8442744394162992
373,OT-ICA,0.10406105435016513,0.18425125324955755,0.7116876924002773
373,FastICA,0.10815588133665525,0.18095810838878543,0.7108860102745593
373,Chol-min,0.01380257548237721,0.06227720198700415,0.10394284029634097
373,Chol-max,0.432509367121467,0.584542337548329,0.8564097032472997
374,OT-ICA,0.08781419861799582,0.252891622657919,0.6592941787240851
374,FastICA,0.09061535191948844,0.24705063778814232,0.6623340102923692
374,Chol-min,0.005289575465281921,0.08946964074899803,0.09799301384095709
374,Chol-max,0.402043696405297,0.6522978172148809,0.8353507897601684
375,OT-ICA,0.11277785027298655,0.24919740602175933,0.6380247437052542
375,FastICA,0.11429741406475079,0.25182475684311895,0.6338778290921302
375,Chol-min,0.020005710981429146,0.05527435568256469,0.0890807602504457
375,Chol-max,0.4449711943872447,0.5744232628868238,0.8519000934075843
376,OT-ICA,0.10686803001210868,0.2763954103743476,0.6167365596135438
376,FastICA,0.10938500728070363,0.26927823726386385,0.6213367554554325
376,Chol-min,0.01083803555531522,0.0985907893465364,0.06939160600432598
376,Chol-max,0.4137486749440166,0.6562795767536908,0.802762362798981
377,OT-ICA,0.10437451056299189,0.1767342185095472,0.7188912709274609
377,FastICA,0.10050323282278942,0.18554548199417834,0.7139512851830322
377,Chol-min,0.011553277658480576,0.04541789470619529,0.12272492827949234
377,Chol-max,0.4336084775275288,0.5564810544719689,0.888972032446011
378,OT-ICA,0.1642140273597514,0.31517786940393777,0.5206081032363109
378,FastICA,0.16302190652279316,0.2986099379624264,0.5383681555147803
378,Chol-min,0.015986325891251568,0.09536433015731599,0.05126127131190506
378,Chol-max,0.44836470189072347,0.6303282086662639,0.7888940061918658
379,OT-ICA,0.11912677440119092,0.2539470165405182,0.6269262090582909
379,FastICA,0.11669989193685439,0.25193822372284835,0.6313618843402973
379,Chol-min,0.013374401708624018,0.049413187594285674,0.11414727231559514
379,Chol-max,0.44491015419093366,0.5664571060298812,0.8760443264028821
380,OT-ICA,0.09958689677466867,0.21174436031748545,0.6886687429078459
380,FastICA,0.10371265366124978,0.21603676233262437,0.6802505840061258
380,Chol-min,0.00905952875789189,0.06762713760743637,0.10495302659412772
380,Chol-max,0.43220611924835095,0.6099185972340653,0.8555363177334683
381,OT-ICA,0.1084034774729801,0.2357068414594217,0.6558896810675982
381,FastICA,0.10710423474414188,0.2193433783814951,0.673552386874363
381,Chol-min,0.01224780667197278,0.053718038325659044,0.11630235139983021
381,Chol-max,0.43513263572037686,0.578937876296558,0.8723080327743353
382,OT-ICA,0.1573265529321203,0.27411839144253236,0.5685550556253472
382,FastICA,0.16069183010879748,0.2874530025823746,0.551855167308828
382,Chol-min,0.018304435971469205,0.0854768880121372,0.08148686159543356
382,Chol-max,0.44249029282390717,0.604524023868616,0.8099546739724
383,OT-ICA,0.14430452854965478,0.20611216495434764,0.6495833064959975
383,FastICA,0.13745186220335223,0.2094747460636056,0.6530733917330421
383,Chol-min,0.008696136166230386,0.06786063914614603,0.0954317576463704
383,Chol-max,0.44622135014250797,0.5870517355150282,0.8566232360749313
384,OT-ICA,0.16319875603274975,0.22251224555293145,0.6142889984143188
384,FastICA,0.1584679637147767,0.21711487544405192,0.6244171608411714
384,Chol-min,0.01769688086812413,0.06378343347628763,0.08530566203349893
384,Chol-max,0.45298636936481185,0.5855056716134995,0.840794743362822
385,OT-ICA,0.08139915696648223,0.2509669827369341,0.6676338602965838
385,FastICA,0.08337353667558496,0.2578322479713405,0.6587942153530745
385,Chol-min,0.0007732114031003598,0.10331936468509295,0.09519545220900516
385,Chol-max,0.35247240913008715,0.6767662979885365,0.8413170943221537
386,OT-ICA,0.09521806263193265,0.3625893093773215,0.542192627990746
386,FastICA,0.10303478658529867,0.3856568310455407,0.5113083823691605
386,Chol-min,0.008829602416444239,0.11217364097354693,0.05477174326030284
386,Chol-max,0.38362440906719253,0.6766350244458701,0.7906390889892948
387,OT-ICA,0.1294138021821715,0.25106891246205654,0.6195172853557719
387,FastICA,0.1301209394381302,0.24281482708864374,0.627064233473226
387,Chol-min,0.01574130113255298,0.07196874115672099,0.09490493445181107
387,Chol-max,0.42188828573880643,0.5947227853353497,0.8395577504872452
388,OT-ICA,0.0945329096367535,0.22310269892496026,0.6823643914382862
388,FastICA,0.10033787131459983,0.2186962893978465,0.6809658392875536
388,Chol-min,0.008164779995688055,0.06686307995240946,0.10730245545568672
388,Chol-max,0.43330509806342427,0.607058190500375,0.8591968979261365
389,OT-ICA,0.12577917428253887,0.24878951948300476,0.6254313062344564
389,FastICA,0.1167100910563823,0.2484166765060852,0.6348732324375325
389,Chol-min,0.009763507241332488,0.08142750055380336,0.08762662899458822
389,Chol-max,0.4181017258603115,0.6241741129427892,0.8346170329304048
390,OT-ICA,0.13060957286678979,0.22609312086550126,0.643297306267709
390,FastICA,0.1368978857127901,0.2291692450851162,0.6339328692020937
390,Chol-min,0.012708511443851687,0.07116321469803434,0.08939164232026538
390,Chol-max,0.43396012794579814,0.5962166893270574,0.8433255685774887
391,OT-ICA,0.10474098718692125,0.25893805738141923,0.6363209554316596
391,FastICA,0.09254042976077938,0.25126820557831997,0.6561913646609007
391,Chol-min,0.007311708236003745,0.06105360077525874,0.11414274808482032
391,Chol-max,0.43616867846964075,0.5955064046480875,0.8708734978845722
392,OT-ICA,0.10668234404970654,0.21914810190597162,0.6741695540443218
392,FastICA,0.11328233527429815,0.23349862650604736,0.6532190382196544
392,Chol-min,0.013196118654564357,0.04935227312644423,0.11249084167868204
392,Chol-max,0.4442715675699536,0.5739232415329983,0.8753106765818984
393,OT-ICA,0.12546157697973176,0.2710534219123462,0.603485001107922
393,FastICA,0.12837529533722672,0.2672446159410231,0.6043800887217502
393,Chol-min,0.0171350175519772,0.08050726616820543,0.07561390672882463
393,Chol-max,0.4284127099350747,0.6199215571986999,0.8173611251438845
394,OT-ICA,0.08349080919261644,0.19944764206463717,0.7170615487427464
394,FastICA,0.09342362833877167,0.19954077680325522,0.7070355948579732
394,Chol-min,0.006839217467646617,0.05746149778517488,0.11761344419270314
394,Chol-max,0.4224626175244315,0.5862337339357189,0.8805941466892899
395,OT-ICA,0.09744867529916493,0.28291488013081073,0.6196364445700244
395,FastICA,0.09973184381096288,0.27896541817835374,0.6213027380106834
395,Chol-min,0.0070132438049724305,0.07931697397792592,0.09880518897809912
395,Chol-max,0.42021397704817565,0.628982607370195,0.8440210818186917
396,OT-ICA,0.13544355989270992,0.2519147589094715,0.6126416811978186
396,FastICA,0.14130975284306124,0.2566617167918727,0.6020285303650661
396,Chol-min,0.01664636029167009,0.07276991496163122,0.091332662014225
396,Chol-max,0.44938019002848323,0.5806306708325795,0.8336326419759575
397,OT-ICA,0.08849499306902579,0.2702118327932364,0.6412931741377378
397,FastICA,0.09145748075258989,0.2881214084405914,0.6204211108068186
397,Chol-min,0.005792689719151404,0.09286884428421777,0.08851878921489073
397,Chol-max,0.4193362476670182,0.6435930510955516,0.8269164902033176
398,OT-ICA,0.1092749767155797,0.21162667845715497,0.6790983448272653
398,FastICA,0.09980296037480603,0.2147196202778864,0.6854774193473075
398,Chol-min,0.012174512425014028,0.055160164947520136,0.11696965433596763
398,Chol-max,0.44274351783775606,0.5712919922534189,0.870521786776173
399,OT-ICA,0.14125822071070068,0.23190366150328667,0.6268381177860126
399,FastICA,0.13401150656655098,0.22310430845341933,0.6428841849800296
399,Chol-min,0.019877714502659617,0.04853084708838279,0.0930082315122946
399,Chol-max,0.45947694744044537,0.5779353879370308,0.8586116497637439
400,OT-ICA,0.12785579796409272,0.20199649941308287,0.6701477026228243
400,FastICA,0.12122552159332584,0.18974842479088377,0.6890260536157904
